customer_name,segment,markets,countries,sales,profit,quantity,rows,orders,avg_discount,profit_margin,cumulative_profit,cumulative_profit_share,abc_class
Chris Selesnick,Corporate,6,18,14418,2602.5059,304,81,34,0.07851851851851853,0.18050394645581913,754546.96542,0.4917063659665771,A
Frank Merwin,Home Office,6,19,16388,2601.29072,272,77,38,0.15496103896103897,0.1587314327556749,757148.2561400001,0.493401517183628,A
Mick Brown,Consumer,6,22,16451,2595.96358,226,71,38,0.16346478873239437,0.1577997434806395,759744.21972,0.4950931969286958,A
Christina DeMoss,Consumer,6,23,17986,2591.7817800000003,265,82,31,0.11807317073170732,0.1440999544089848,762336.0015,0.49678215157144995,A
Elpida Rittenbach,Corporate,6,20,17131,2585.7182000000003,187,53,26,0.11320754716981132,0.15093796042262567,764921.7197,0.4984671548353991,A
Monica Federle,Corporate,6,23,21944,2573.3404,295,86,38,0.10072093023255815,0.11726851986875683,767495.0601,0.5001440920102437,A
Emily Ducich,Home Office,7,24,18549,2572.4465,259,76,39,0.16065789473684208,0.13868383740363363,770067.5066,0.5018204466682396,A
Claire Gute,Consumer,6,17,14662,2566.57842,184,52,25,0.1590769230769231,0.17504968080752967,772634.08502,0.5034929773465174,A
Bobby Odegard,Consumer,6,22,15029,2556.82472,213,57,29,0.14305263157894738,0.17012607092953624,775190.90974,0.5051591519507516,A
Helen Wasserman,Corporate,6,18,18372,2555.1131,235,66,35,0.09272727272727273,0.1390764805138254,777746.02284,0.5068242111645743,A
William Brown,Consumer,6,19,16886,2547.9023,298,84,40,0.14695238095238095,0.15088844604998225,780293.92514,0.5084845714048061,A
Bill Tyler,Corporate,6,15,11798,2544.9303,183,50,28,0.115,0.21570862010510256,782838.85544,0.5101429949182512,A
Bradley Nguyen,Consumer,6,19,12878,2544.06892,244,65,31,0.05744615384615385,0.19755155458922194,785382.92436,0.5118008571067572,A
Robert Marley,Home Office,7,19,12868,2542.2423,162,47,27,0.0925531914893617,0.19756312558284114,787925.16666,0.5134575289642124,A
Alejandro Savely,Corporate,6,26,21124,2533.56606,273,77,43,0.056519480519480525,0.11993779871236508,790458.73272,0.5151085468827662,A
Astrea Jones,Consumer,6,20,13259,2531.3579799999998,206,60,27,0.15653333333333333,0.1909162063504035,792990.0907,0.5167581258889099,A
Bryan Mills,Consumer,6,23,20689,2512.6168,278,84,45,0.13988095238095238,0.1214469911547199,795502.7074999999,0.5183954920601552,A
Sarah Jordon,Consumer,7,26,16070,2511.86098,290,79,41,0.1661012658227848,0.15630746608587429,798014.5684799999,0.5200323656954519,A
Chris Cortes,Consumer,7,22,11483,2505.8885999999998,268,87,44,0.09255172413793103,0.21822595140642687,800520.4570799998,0.5216653473831288,A
Alan Schoenberger,Corporate,7,24,21837,2503.6348,231,73,35,0.16287671232876713,0.1146510418097724,803024.0918799998,0.523296860364604,A
Heather Kirkland,Corporate,7,20,15541,2494.9302000000002,204,60,33,0.12233333333333334,0.16053858825043435,805519.0220799998,0.5249227009261644,A
Becky Castell,Home Office,6,17,15186,2485.9604,300,87,34,0.13908045977011493,0.1637008033715264,808004.9824799998,0.5265426962481792,A
Cari MacIntyre,Corporate,5,24,21608,2484.686,266,77,37,0.1664935064935065,0.11498917067752686,810489.6684799998,0.5281618610975772,A
Anthony Johnson,Corporate,6,20,12284,2478.5824000000002,259,77,32,0.08506493506493507,0.20177323347443832,812968.2508799997,0.5297770484888278,A
Bruce Degenhardt,Consumer,6,30,15959,2475.1561,256,76,43,0.1433421052631579,0.15509468638385865,815443.4069799997,0.5313900031051829,A
Anna Häberlin,Corporate,6,18,18093,2466.01172,280,76,36,0.12110526315789474,0.1362964527717902,817909.4186999997,0.532996998715585,A
Jennifer Braxton,Corporate,6,22,15258,2451.8621,235,73,41,0.1548219178082192,0.16069354437016645,820361.2807999997,0.5345947736166757,A
Aaron Hawkins,Corporate,6,22,20759,2450.92904,231,56,34,0.16092857142857145,0.11806585288308685,822812.2098399997,0.5361919404820007,A
Lisa Ryan,Corporate,6,22,18799,2449.1383,243,78,35,0.10992307692307692,0.13028024362998034,825261.3481399997,0.5377879403977545,A
Ionia McGrath,Consumer,6,15,9480,2447.97986,129,39,22,0.10517948717948719,0.25822572362869195,827709.3279999996,0.5393831854071224,A
Berenike Kampe,Consumer,6,19,13586,2447.6789599999997,221,64,33,0.158,0.18016185485058145,830157.0069599997,0.540978234332678,A
Anna Andreadi,Consumer,6,26,17312,2443.093,302,91,47,0.18564835164835164,0.14112136090573013,832600.0999599997,0.5425702947819301,A
Chad McGuire,Consumer,6,18,16566,2442.3472,160,43,23,0.09330232558139535,0.14743131715561997,835042.4471599996,0.5441618692248439,A
Carol Triggs,Consumer,5,16,14139,2437.80334,173,52,29,0.10292307692307692,0.17241695593747788,837480.2504999996,0.5457504826262448,A
Max Jones,Consumer,6,14,16486,2437.6299,193,60,30,0.2217666666666667,0.14786060293582434,839917.8803999997,0.5473389830041283,A
Toby Ritter,Consumer,6,17,12427,2436.90546,205,65,26,0.05806153846153846,0.19609764705882352,842354.7858599997,0.5489270112950826,A
Alan Barnes,Consumer,7,14,13053,2436.066,232,60,35,0.08916666666666666,0.1866288209606987,844790.8518599997,0.5505144925454353,A
Hilary Holden,Corporate,6,17,15229,2432.32402,242,57,27,0.058807017543859655,0.15971659465493465,847223.1758799998,0.5520995353055791,A
Katherine Ducich,Consumer,6,14,11696,2428.8306000000002,141,39,21,0.04666666666666667,0.20766335499316008,849652.0064799997,0.5536823015515604,A
Caroline Jumper,Consumer,6,17,19582,2417.592,222,58,29,0.15189655172413793,0.12345991216423247,852069.5984799997,0.5552577440769281,A
Sean O'Donnell,Consumer,6,22,16366,2407.04362,204,60,31,0.08856666666666667,0.14707586581938165,854476.6420999997,0.5568263126688837,A
John Lee,Consumer,6,18,25979,2393.002,295,72,37,0.1173611111111111,0.09211293737249317,856869.6440999997,0.5583857309305632,A
Richard Eichhorn,Consumer,6,19,16340,2391.41164,208,67,30,0.11853731343283583,0.14635322154222766,859261.0557399996,0.5599441128218481,A
Victoria Pisteka,Corporate,6,17,18554,2390.8627,226,60,31,0.12266666666666667,0.12885969063274766,861651.9184399997,0.5615021369921365,A
Karen Ferguson,Home Office,6,19,18267,2385.1931,209,62,30,0.12048387096774194,0.13057388186346963,864037.1115399997,0.563056466523734,A
Steve Nguyen,Home Office,6,17,13404,2384.85126,233,61,28,0.12331147540983607,0.17792086392121753,866421.9627999997,0.5646105732926515,A
Bradley Drucker,Consumer,5,21,13142,2381.066,181,44,30,0.12431818181818181,0.18117988129660628,868803.0287999997,0.5661622133676134,A
Deirdre Greer,Corporate,6,21,16715,2374.3181,240,64,34,0.1296875,0.14204714926712533,871177.3468999998,0.5677094561213495,A
Clytie Kelty,Consumer,6,20,17141,2373.63598,289,79,36,0.12825316455696203,0.1384771005192229,873550.9828799998,0.5692562543663119,A
Kelly Williams,Consumer,6,22,11833,2371.1463,234,71,40,0.1396056338028169,0.20038420518887856,875922.1291799998,0.5708014301920461,A
Kristen Hastings,Corporate,7,31,19856,2370.5742,309,88,46,0.15022727272727274,0.11938830580177276,878292.7033799998,0.5723462332043905,A
Sonia Sunley,Consumer,6,19,13118,2370.1265,213,61,29,0.12327868852459016,0.18067742796157948,880662.8298799999,0.5738907444695672,A
Sarah Bern,Consumer,6,11,14603,2366.9597999999996,158,50,20,0.16920000000000002,0.1620872286516469,883029.7896799998,0.5754331921301964,A
Tom Stivers,Corporate,6,20,15345,2364.9883,240,69,29,0.11681159420289856,0.15412110133594004,885394.7779799998,0.5769743550476023,A
Kelly Collister,Consumer,6,25,19401,2358.10316,196,55,32,0.14934545454545456,0.12154544404927582,887752.8811399998,0.578511031210275,A
Ben Wallace,Consumer,6,17,14965,2352.20638,219,68,33,0.11841176470588234,0.15718051319746074,890105.0875199998,0.5800438646906527,A
Ross Baird,Home Office,6,20,19314,2350.5301400000003,310,77,40,0.11654545454545455,0.12170084601843224,892455.6176599999,0.5815756058362699,A
Jim Sink,Corporate,6,20,16281,2350.4863,255,69,31,0.11739130434782608,0.144369897426448,894806.1039599999,0.5831073184132118,A
Thomas Seio,Corporate,6,20,14530,2349.54862,218,68,35,0.09370588235294118,0.16170327735719203,897155.6525799999,0.5846384199437294,A
Corey Roper,Home Office,7,25,22354,2345.12208,262,77,37,0.1623896103896104,0.1049083868658853,899500.7746599999,0.5861666368852195,A
Sheri Gordon,Consumer,6,16,13818,2338.9888,210,59,31,0.09779661016949152,0.1692711535678101,901839.7634599999,0.5876908570273606,A
Ted Trevino,Consumer,5,20,17245,2320.3586,229,64,33,0.12515625,0.13455254276601913,904160.12206,0.5892029366555787,A
Karen Bern,Corporate,6,26,11846,2319.0706,174,55,34,0.09818181818181819,0.19576824244470709,906479.19266,0.5907141769486347,A
John Murray,Consumer,7,18,22386,2318.1149,292,79,35,0.12405063291139241,0.10355199231662647,908797.30756,0.5922247944523942,A
Marc Harrigan,Home Office,5,15,15401,2316.01286,255,64,28,0.0739375,0.1503806804752938,911113.32042,0.5937340421455295,A
Muhammed Lee,Consumer,6,27,15851,2314.36396,236,71,35,0.08442253521126761,0.14600744180177908,913427.68438,0.5952422153202267,A
Dario Medina,Corporate,7,26,22297,2306.92722,266,76,41,0.15518421052631579,0.10346356998699377,915734.6116,0.5967455422857844,A
Gene Hale,Corporate,6,17,15488,2295.9524,208,50,25,0.10279999999999999,0.14824072830578514,918030.5639999999,0.5982417174250055,A
Andy Yotov,Corporate,6,23,8542,2290.97634,163,50,27,0.07203999999999999,0.2682013977991103,920321.54034,0.5997346498762411,A
Alex Russell,Corporate,6,23,16469,2290.6598,209,64,35,0.1446875,0.13908918574291093,922612.20014,0.6012273760517375,A
Thomas Boland,Corporate,6,20,17427,2286.4019,256,69,31,0.11478260869565217,0.13119882366442875,924898.60204,0.6027173275337665,A
Evan Henry,Consumer,6,22,16377,2281.5105200000003,193,61,37,0.14511475409836067,0.13931187152714175,927180.11256,0.6042040915101868,A
Art Ferguson,Consumer,7,32,28183,2278.3037,326,98,45,0.13989795918367348,0.08083964446652236,929458.4162600001,0.6056887657375515,A
Linda Cazamias,Corporate,6,22,16738,2273.42396,211,67,35,0.11644776119402984,0.1358241104074561,931731.8402200001,0.6071702600446033,A
Thea Hudgings,Corporate,7,20,15353,2265.68778,222,64,31,0.09690625,0.14757296814954735,933997.5280000002,0.6086467130101236,A
Noah Childs,Corporate,6,18,17346,2262.91458,212,59,31,0.08901694915254237,0.13045742995503287,936260.4425800001,0.6101213587984149,A
Kean Nguyen,Corporate,6,20,18064,2257.2164,240,66,34,0.17712121212121212,0.12495662090345437,938517.6589800002,0.6115922913236373,A
Jason Gross,Corporate,5,18,13570,2254.6355,224,55,29,0.10690909090909091,0.16614852616064849,940772.2944800002,0.6130615419854131,A
Maria Zettner,Home Office,6,20,17960,2254.5034,179,53,31,0.11396226415094339,0.1255291425389755,943026.7978800002,0.6145307065632022,A
Rob Williams,Corporate,6,14,9988,2252.2208,144,48,28,0.09104166666666667,0.22549267120544655,945279.0186800002,0.6159983836670467,A
Eric Hoffmann,Consumer,7,19,10351,2250.05482,229,71,36,0.12425352112676055,0.21737559849289922,947529.0735000002,0.6174646492932718,A
Craig Carroll,Consumer,6,14,16815,2249.8603000000003,210,55,25,0.2049090909090909,0.133800790960452,949778.9338000002,0.6189307881590344,A
Quincy Jones,Corporate,6,17,18585,2243.1929,213,53,28,0.17679245283018868,0.12069910680656444,952022.1267000003,0.6203925821620188,A
Shui Tom,Consumer,6,21,15006,2234.10296,207,65,38,0.10024615384615385,0.14888064507530321,954256.2296600003,0.6218484526352972,A
Victor Preis,Home Office,6,21,12063,2232.7958,199,58,33,0.1676206896551724,0.18509457017325706,956489.0254600003,0.6233034712876515,A
Tonja Turnell,Home Office,6,25,20085,2230.7893599999998,283,84,40,0.14554761904761904,0.11106743141647994,958719.8148200003,0.6247571824278613,A
Seth Vernon,Consumer,6,20,23640,2222.7536800000003,317,85,36,0.15696470588235295,0.0940251133671743,960942.5685000003,0.626205657055048,A
Carlos Meador,Consumer,6,20,10148,2206.362,150,42,25,0.12952380952380954,0.2174184075679937,963148.9305000002,0.6276434499171833,A
Parhena Norris,Home Office,6,17,12893,2205.4628199999997,213,58,38,0.08920689655172415,0.1710589327542077,965354.3933200003,0.629080656821717,A
Matthew Grinstein,Home Office,5,13,13017,2205.32168,199,51,22,0.06768627450980393,0.16941858185449796,967559.7150000003,0.6305177717512782,A
Keith Herrera,Consumer,6,21,16890,2196.8332,281,79,33,0.07088607594936709,0.1300670929544109,969756.5482000003,0.6319493550971942,A
Stewart Visinsky,Consumer,6,20,17232,2182.7873,274,75,34,0.13653333333333334,0.12667057219127206,971939.3355000003,0.6333717853237388,A
David Kendrick,Corporate,6,24,17559,2179.1376999999998,206,58,36,0.12637931034482758,0.12410374736602311,974118.4732000002,0.6347918372602162,A
Philisse Overcash,Home Office,7,18,17984,2175.7896,231,73,33,0.13293150684931507,0.12098474199288256,976294.2628000003,0.636209707381433,A
Erin Smith,Corporate,6,19,18160,2175.2919,232,74,33,0.14354054054054055,0.11978479625550661,978469.5547000002,0.6376272531725955,A
Mark Packer,Home Office,5,18,12987,2172.9781,214,52,30,0.13315384615384615,0.167319481019481,980642.5328000002,0.6390432911580921,A
Claudia Bergmann,Corporate,6,17,18261,2167.21744,241,72,29,0.12086111111111111,0.11868010733256666,982809.7502400002,0.6404555751649447,A
Muhammed MacIntyre,Corporate,6,22,10720,2166.4666,187,55,35,0.1009090909090909,0.20209576492537315,984976.2168400002,0.6418673698811039,A
Steve Chapman,Corporate,6,23,23401,2165.6836,293,74,39,0.2124864864864865,0.09254662621255501,987141.9004400002,0.6432786543492572,A
Russell Applegate,Consumer,6,17,21398,2164.19772,267,76,29,0.15910526315789475,0.10114018693335826,989306.0981600003,0.6446889705322162,A
Cynthia Delaney,Home Office,6,18,14500,2154.3026999999997,228,68,32,0.10514705882352941,0.14857259999999997,991460.4008600003,0.6460928385488602,A
Duane Huffman,Home Office,7,23,12477,2151.1435,177,54,29,0.12962962962962962,0.17240871203013547,993611.5443600003,0.6474946478483898,A
Tony Sayre,Consumer,6,20,19734,2149.3462,219,66,31,0.21427272727272725,0.10891589135502179,995760.8905600003,0.6488952859234736,A
Kimberly Carter,Corporate,6,17,13923,2144.96274,212,53,26,0.09192452830188678,0.15405894850247792,997905.8533000003,0.6502930674829448,A
Robert Waldorf,Consumer,6,21,12596,2137.0023,214,64,33,0.11984375,0.16965721657669103,1000042.8556000004,0.6516856615601211,A
Brad Norvell,Corporate,6,26,26200,2124.05298,243,70,36,0.12765714285714286,0.08107072442748091,1002166.9085800004,0.6530698171127645,A
Ryan Crowe,Consumer,6,16,9539,2124.0154,161,50,27,0.09480000000000001,0.2226664639899361,1004290.9239800004,0.6544539481761102,A
Liz Preis,Consumer,7,19,16611,2122.698,239,71,30,0.127943661971831,0.12778869423875744,1006413.6219800004,0.6558372207455566,A
Marc Crier,Consumer,6,23,15988,2113.4819,212,69,39,0.12730434782608696,0.13219176257192897,1008527.1038800004,0.6572144875721573,A
Emily Phan,Consumer,6,14,16770,2103.96474,254,72,36,0.1561388888888889,0.12546003220035779,1010631.0686200004,0.6585855524678346,A
Pauline Johnson,Consumer,6,15,15845,2102.4930600000002,222,65,30,0.24987692307692308,0.13269126285894606,1012733.5616800004,0.6599556583318573,A
Eric Barreto,Consumer,6,16,11967,2091.7421,150,48,27,0.1175,0.17479252109969082,1014825.3037800004,0.6613187582496441,A
Nick Zandusky,Home Office,5,15,20271,2091.27572,235,66,30,0.097,0.10316588821469094,1016916.5795000005,0.6626815542472969,A
Ann Steele,Home Office,6,19,11818,2091.0534,164,55,30,0.24618181818181817,0.17693800981553562,1019007.6329000004,0.664044205368402,A
Barry Pond,Corporate,6,19,10389,2090.96176,176,57,30,0.16143859649122808,0.20126689383001253,1021098.5946600004,0.6654067967715924,A
Christy Brittain,Consumer,6,14,13938,2087.0836600000002,194,49,27,0.18171428571428572,0.1497405409671402,1023185.6783200004,0.6667668609809231,A
Bart Folk,Consumer,7,23,13942,2084.5089000000003,208,55,27,0.17454545454545453,0.14951290345717977,1025270.1872200004,0.6681252473279856,A
Adrian Hane,Home Office,6,13,11406,2081.37928,207,54,26,0.12785185185185186,0.18248108714711556,1027351.5665000004,0.6694815942339695,A
Christopher Schild,Home Office,6,18,12516,2080.04256,197,53,28,0.07550943396226414,0.1661906807286673,1029431.6090600004,0.6708370700560267,A
Jennifer Patt,Corporate,7,20,14212,2079.42932,277,78,36,0.12082051282051282,0.1463150379960597,1031511.0383800004,0.6721921462554947,A
Theone Pippenger,Consumer,6,25,23965,2073.88638,304,88,43,0.16425,0.08653813394533695,1033584.9247600004,0.6735436103552407,A
Andrew Allen,Consumer,7,17,19758,2071.08818,175,48,25,0.105875,0.1048227644498431,1035656.0129400004,0.6748932509863144,A
Steven Cartwright,Consumer,6,21,16918,2066.03938,324,73,37,0.15345205479452054,0.12212078141624307,1037722.0523200004,0.6762396015278186,A
Melanie Seite,Consumer,6,23,16104,2060.2845,231,70,34,0.178,0.127936195976155,1039782.3368200003,0.6775822018572605,A
Michael Moore,Consumer,6,22,21730,2058.909,271,78,39,0.11474358974358975,0.094749608835711,1041841.2458200003,0.6789239058314886,A
Thomas Brumley,Home Office,6,15,11805,2052.3113200000003,147,38,21,0.12663157894736843,0.17385102244811523,1043893.5571400003,0.6802613103765159,A
Brendan Sweed,Corporate,6,17,12179,2045.68872,207,58,28,0.12158620689655172,0.16796852943591428,1045939.2458600003,0.6815943992530316,A
Valerie Dominguez,Consumer,6,20,15987,2031.9158,235,67,30,0.19985074626865673,0.12709800462876086,1047971.1616600002,0.6829185128997042,A
Laurel Elliston,Consumer,5,16,11477,2025.0286,199,61,30,0.1178688524590164,0.17644232813452992,1049996.1902600003,0.6842381384492288,A
Brendan Dodson,Home Office,6,18,10920,2024.7037400000002,148,36,24,0.06227777777777778,0.18541243040293043,1052020.8940000003,0.6855575523012216,A
Jason Klamczynski,Corporate,5,17,17200,2022.38702,236,62,31,0.10619354838709678,0.11758064069767442,1054043.2810200003,0.6868754564447082,A
Paul Lucas,Home Office,6,14,15015,2006.5049,173,47,23,0.1274468085106383,0.13363335997335996,1056049.7859200004,0.6881830108818584,A
Ritsa Hightower,Consumer,6,21,17695,2002.8037,213,60,29,0.16566666666666666,0.11318472449844588,1058052.5896200004,0.6894881534034021,A
Anemone Ratner,Consumer,6,23,11492,1994.65032,178,50,27,0.12564,0.17356859728506788,1060047.2399400005,0.6907879827118075,A
Darrin Martin,Consumer,6,18,17733,1991.7519,268,66,36,0.13454545454545455,0.11231894772458129,1062038.9918400005,0.6920859232424025,A
Elizabeth Moffitt,Corporate,7,20,14508,1988.0723600000001,194,64,32,0.14021875,0.13703283429831817,1064027.0642000006,0.6933814659722976,A
MaryBeth Skach,Consumer,6,23,14790,1987.37916,187,63,33,0.19434920634920635,0.13437316835699797,1066014.4433600006,0.694676556973051,A
Dan Reichenbach,Corporate,6,19,16705,1984.3986000000002,309,84,40,0.1478809523809524,0.11879069739598924,1067998.8419600006,0.6959697056688278,A
Karen Carlisle,Corporate,6,24,10416,1979.5,198,63,35,0.23126984126984126,0.1900441628264209,1069978.3419600006,0.6972596621540268,A
Stefanie Holloman,Corporate,5,21,14205,1978.1796000000002,202,55,29,0.1409090909090909,0.13925938753959874,1071956.5215600005,0.6985487581903534,A
Patrick Gardner,Consumer,6,22,16481,1975.1888999999999,262,78,41,0.12576923076923077,0.11984642315393483,1073931.7104600004,0.6998359053138938,A
Michelle Lonsdale,Corporate,7,20,10367,1962.8392000000001,149,47,26,0.1174468085106383,0.18933531397704256,1075894.5496600005,0.7011150046599121,A
Denny Blanton,Consumer,5,20,16634,1958.55586,199,51,28,0.1163921568627451,0.11774413009498617,1077853.1055200004,0.7023913127342902,A
Beth Paige,Consumer,6,23,12827,1958.09908,186,55,33,0.19367272727272725,0.1526544850705543,1079811.2046000005,0.7036673231444487,A
Carl Jackson,Corporate,6,22,13972,1957.42696,168,56,29,0.13699999999999998,0.14009640423704553,1081768.6315600006,0.7049428955624106,A
Thea Hendricks,Consumer,6,22,15541,1952.4961,193,59,31,0.12898305084745762,0.12563516504729424,1083721.1276600007,0.7062152547473164,A
Scot Wooten,Consumer,6,19,15479,1948.35962,209,56,30,0.13967857142857143,0.125871155759416,1085669.4872800007,0.7074849183630372,A
Clay Rozendal,Home Office,6,15,11759,1945.9958,164,41,25,0.16926829268292684,0.16548990560421803,1087615.4830800006,0.7087530415771721,A
Pauline Webber,Corporate,6,23,13888,1944.80136,242,69,38,0.16857971014492754,0.14003466013824883,1089560.2844400005,0.7100203864252428,A
Pierre Wener,Consumer,6,22,8422,1942.2988,189,61,31,0.13721311475409834,0.23062203752077892,1091502.5832400005,0.7112861004607338,A
Ross DeVincentis,Home Office,6,17,10302,1939.89446,270,70,37,0.16862857142857143,0.18830270432925644,1093442.4777000006,0.7125502476894677,A
Peter Bühler,Consumer,5,13,9897,1936.1847,161,47,20,0.16808510638297874,0.1956334949984844,1095378.6624000007,0.713811977424405,A
Tamara Manning,Consumer,6,20,14461,1928.1339,200,55,30,0.09981818181818182,0.13333337251918956,1097306.7963000007,0.7150684607932545,A
Logan Currie,Consumer,7,21,16082,1925.2869600000001,257,71,36,0.12822535211267608,0.11971688595945779,1099232.0832600007,0.7163230889316334,A
Dennis Bolton,Home Office,5,17,10610,1922.71686,196,52,30,0.11561538461538462,0.18121742318567388,1101154.8001200007,0.7175760422444694,A
Ivan Gibson,Consumer,6,26,16151,1911.16818,234,77,37,0.11366233766233767,0.11833125998390191,1103065.9683000008,0.7188214697706614,A
Cynthia Voltz,Corporate,6,16,14857,1910.1065,181,54,27,0.145,0.1285660967893922,1104976.0748000008,0.7200662054448701,A
Philip Fox,Consumer,6,20,18031,1908.8786,249,67,43,0.11701492537313432,0.10586648549719926,1106884.9534000007,0.7213101409485466,A
Matt Collister,Corporate,6,18,11674,1907.18878,194,55,28,0.08916363636363636,0.16337063388727086,1108792.1421800007,0.7225529752679505,A
Jas O'Carroll,Consumer,5,16,8819,1905.7893000000001,164,44,25,0.06754545454545455,0.2161003855312394,1110697.9314800007,0.7237948976053883,A
Rachel Payne,Corporate,6,23,14998,1902.7221,242,74,32,0.17432432432432432,0.1268650553407121,1112600.6535800006,0.7250348211782232,A
Adam Hart,Corporate,7,21,21720,1902.03342,293,84,42,0.09323809523809523,0.08757059944751382,1114502.6870000006,0.7262742959674094,A
Sara Luxemburg,Home Office,7,26,16827,1899.9305000000002,250,82,46,0.11280487804878049,0.11290963927022049,1116402.6175000006,0.7275124003725131,A
Eleni McCrary,Corporate,6,18,14584,1897.36954,166,54,29,0.12596296296296294,0.13009939248491498,1118299.9870400007,0.7287488359082254,A
Sylvia Foulston,Corporate,6,13,9257,1895.183,154,47,23,0.14404255319148934,0.2047297180512045,1120195.1700400007,0.729983846568235,A
Julie Kriz,Home Office,7,19,15648,1894.19924,216,65,32,0.11664615384615386,0.12105056492842535,1122089.3692800007,0.7312182161534319,A
Giulietta Dortch,Corporate,6,17,18705,1888.1499,218,56,33,0.17164285714285715,0.1009435926222935,1123977.5191800008,0.73244864363943,A
Chris McAfee,Consumer,6,18,11621,1887.6977,139,44,27,0.12218181818181818,0.1624384906634541,1125865.2168800007,0.7336787764458004,A
Mary Zewe,Corporate,7,23,16577,1883.04214,269,77,34,0.17236363636363636,0.11359366230319116,1127748.2590200007,0.734905875420489,A
Carol Darley,Consumer,7,17,13232,1880.35726,218,68,30,0.16929411764705882,0.1421068062273277,1129628.6162800007,0.7361312247723598,A
Ann Blume,Corporate,6,20,18727,1870.0106999999998,238,64,27,0.106875,0.09985639451059966,1131498.6269800006,0.7373498317083824,A
Cathy Armstrong,Home Office,6,16,12293,1869.7699,207,56,25,0.11164285714285715,0.1521003741966973,1133368.3968800006,0.7385682817252226,A
Liz MacKendrick,Consumer,6,16,15531,1868.1509999999998,205,50,22,0.07200000000000001,0.12028530036700791,1135236.5478800007,0.7397856767733566,A
Sandra Flanagan,Consumer,6,16,11259,1865.6513,180,51,29,0.0784313725490196,0.16570310862421175,1137102.1991800007,0.7410014428726519,A
John Castell,Consumer,6,17,12298,1858.38624,178,53,30,0.13286792452830187,0.1511128833956741,1138960.5854200006,0.7422124746394075,A
Raymond Messe,Consumer,6,18,18317,1855.40302,210,62,32,0.09006451612903227,0.10129404487634437,1140815.9884400007,0.7434215623677769,A
Dorris liebe,Corporate,6,21,14720,1851.7062,162,58,30,0.19379310344827586,0.1257952581521739,1142667.6946400006,0.7446282410348005,A
Rick Hansen,Consumer,6,18,16356,1850.8903,230,56,31,0.15250000000000002,0.11316277207141111,1144518.5849400007,0.7458343880142788,A
Joel Jenkins,Home Office,6,20,19993,1848.98628,264,83,34,0.13074698795180723,0.09248168258890613,1146367.5712200007,0.7470392942243976,A
Katherine Hughes,Consumer,6,23,12210,1842.3875,225,75,35,0.10826666666666668,0.15089168714168716,1148209.9587200007,0.748239900288492,A
Max Ludwig,Home Office,7,23,15534,1837.7616,216,63,35,0.11285714285714286,0.11830575511780611,1150047.7203200008,0.7494374918490729,A
Paul Stevenson,Home Office,6,20,19620,1834.19372,260,68,37,0.1051764705882353,0.09348591845056065,1151881.9140400009,0.7506327583730565,A
Barbara Fisher,Corporate,6,20,9838,1833.7316,193,62,30,0.1288709677419355,0.1863927220979874,1153715.645640001,0.7518277237529679,A
Olvera Toch,Consumer,6,23,19759,1831.00136,262,73,36,0.14334246575342466,0.09266670175616175,1155546.647000001,0.7530209099508667,A
Sanjit Jacobs,Home Office,7,21,13521,1828.0039,268,79,39,0.17468354430379748,0.13519738924635752,1157374.650900001,0.7542121428307728,A
Ricardo Sperren,Corporate,7,21,14432,1823.65088,208,68,35,0.12317647058823529,0.12636161862527714,1159198.301780001,0.7554005390315282,A
Mitch Gastineau,Corporate,7,26,18010,1822.4352999999999,218,68,36,0.11988235294117645,0.10119018878400887,1161020.737080001,0.7565881430901746,A
Doug O'Connell,Consumer,7,18,13772,1816.73452,222,68,30,0.16241176470588237,0.13191508277664826,1162837.471600001,0.7577720321914422,A
Bill Stewart,Corporate,6,20,18776,1815.0301,266,66,28,0.19233333333333336,0.09666755965061781,1164652.501700001,0.7589548105942341,A
Mark Van Huff,Consumer,6,19,11518,1810.6390999999999,181,57,32,0.14280701754385966,0.1572008247959715,1166463.140800001,0.7601347275679144,A
Naresj Patel,Consumer,7,23,13118,1804.326,211,65,33,0.11692307692307692,0.13754581491080958,1168267.466800001,0.7613105305611517,A
Jim Mitchum,Corporate,7,27,19899,1798.53406,275,84,42,0.12683333333333333,0.09038313784612292,1170066.000860001,0.762482559191891,A
Juliana Krohn,Consumer,7,26,23136,1798.2473400000001,287,83,38,0.1567710843373494,0.07772507520746888,1171864.248200001,0.7636544009793247,A
Tracy Poddar,Corporate,6,22,13289,1795.66,253,68,35,0.1264705882352941,0.13512378659041313,1173659.9082000009,0.764824556706636,A
Brian Thompson,Consumer,6,16,14896,1795.5495,218,58,26,0.11172413793103449,0.12053903732545651,1175455.4577000008,0.7659946404257675,A
Sally Hughsby,Corporate,6,19,18951,1795.36144,293,77,37,0.1534025974025974,0.09473702918051817,1177250.8191400007,0.7671646015941456,A
Lori Olson,Corporate,6,23,13541,1788.7198,232,69,35,0.2106086956521739,0.13209658075474484,1179039.5389400008,0.7683302346864487,A
Karl Braun,Consumer,6,23,17494,1785.86258,291,93,40,0.18098924731182797,0.10208429061392477,1180825.4015200008,0.76949400584924,A
Lindsay Shagiari,Home Office,7,15,9366,1778.0724,192,59,27,0.16898305084745763,0.1898433055733504,1182603.4739200007,0.7706527004809821,A
Eudokia Martin,Corporate,7,16,13723,1764.7839,191,61,26,0.12901639344262295,0.1286004445092181,1184368.2578200006,0.771802735558921,A
